orderId,customerId,amount,orderDate,location_id,product_id,productName,category_id
52589084,208919,1305,14/04/2018 08:32,5548,542437,,28351
52589088,279669,585,15/04/2018 08:03,5548,542789,,28353
52589090,6714701,0,15/04/2018 08:20,5548,542437,,28351
52589086,35456,2781,15/04/2018 08:39,5548,542435,,28351
52589085,1716724,0,15/04/2018 09:19,5548,542437,,28351
52589089,1888786,698,15/04/2018 09:39,5548,542433,,28352
52589091,329299,1841,15/04/2018 10:57,5548,542436,,28351
52589087,0,0,15/04/2018 11:20,5548,542439,,28353
52589094,4516506,1575,16/04/2018 05:49,5548,542437,,28351
52589092,135074,2020,16/04/2018 08:03,5548,542428,,28351
52589093,832513,3060,16/04/2018 08:45,5548,542433,,28352
52589095,1825166,855,16/04/2018 10:25,5548,542790,,28352
52589101,397268,813,17/04/2018 06:58,5548,542453,,28351
52589102,4677,2066,17/04/2018 08:46,5548,542791,,28355
52589103,199320,0,18/04/2018 06:55,5548,542450,,28351
52589109,3791396,0,18/04/2018 07:58,5548,542790,,28352
52589106,8789,1240,18/04/2018 09:29,5548,542434,,28351
52589105,0,1956,18/04/2018 10:13,5548,542437,,28351
52589110,214394,1360,18/04/2018 10:25,5548,542453,,28351
52589108,214394,680,18/04/2018 10:33,5548,542433,,28352
52589104,173355,680,18/04/2018 10:34,5548,542445,,28351
52589107,430480,1432,18/04/2018 10:46,5548,542792,,28352
52589115,1694962,0,19/04/2018 07:19,5548,542429,,28351
52589111,44804,0,19/04/2018 07:28,5548,542449,,28356
52589117,2007382,1170,19/04/2018 07:32,5548,542437,,28351
52589116,119286,320,19/04/2018 07:39,5548,542436,,28351
52589118,5397641,1300,19/04/2018 07:52,5548,542450,,28351
52589114,9326448,1316,19/04/2018 08:05,5548,542434,,28351
52589113,16185,475,19/04/2018 09:22,5548,542792,,28352
52589112,1600634,360,19/04/2018 09:52,5548,542436,,28351
52589129,1692584,1040,20/04/2018 07:54,5548,542441,,28355
52589125,310065,1450,20/04/2018 08:02,5548,542449,,28356
52589120,70691,2808,20/04/2018 08:11,5548,542439,,28353
52589130,9328595,3320,20/04/2018 08:33,5548,542437,,28351
52589128,19397,1116,20/04/2018 08:42,5548,542433,,28352
52589124,0,2898,20/04/2018 08:56,5548,542788,,28352
52589122,129991,525,20/04/2018 09:00,5548,542787,,28352
52589127,163612,1160,20/04/2018 09:03,5548,542450,,28351
52589121,23510,2345,20/04/2018 09:28,5548,542451,,28351
52589123,45206,620,20/04/2018 09:32,5548,542434,,28351
52589126,215074,2236,20/04/2018 09:49,5548,542436,,28351
52589131,36791,9790,20/04/2018 11:07,5548,542435,,28351
52589132,52151,1360,20/04/2018 11:29,5548,542428,,28351
52589140,533519,2000,21/04/2018 08:00,5548,542433,,28352
52589133,115486,2685,21/04/2018 08:03,5548,542792,,28352
52589137,201211,895,21/04/2018 08:22,5548,542450,,28351
52589136,149291,2400,21/04/2018 08:37,5548,542435,,28351
52589139,0,0,21/04/2018 09:07,5548,542437,,28351
52589138,154917,840,21/04/2018 10:22,5548,542435,,28351
52589135,2870557,1845,21/04/2018 10:52,5548,542433,,28352
52589134,1825166,840,21/04/2018 11:24,5548,542449,,28356
52589168,211892,1450,22/04/2018 07:26,5548,542434,,28351
52589172,1866948,1160,22/04/2018 07:33,5548,542450,,28351
52589167,1866948,760,22/04/2018 07:34,5548,542437,,28351
52589160,469557,1876,22/04/2018 07:39,5548,542433,,28352
52589165,1095,760,22/04/2018 07:43,5548,542437,,28351
52589163,397268,850,22/04/2018 08:22,5548,542445,,28351
52589159,23510,1450,22/04/2018 08:37,5548,542433,,28352
52589170,41248,360,22/04/2018 08:59,5548,542453,,28351
52589171,1669347,760,22/04/2018 09:26,5548,542441,,28355
52589169,6531612,0,22/04/2018 09:34,5548,542789,,28353
52589157,6563796,0,22/04/2018 09:38,5548,542428,,28351
52589166,427615,360,22/04/2018 10:03,5548,542434,,28351
52589162,565215,360,22/04/2018 10:18,5548,542437,,28351
52589158,148462,3520,22/04/2018 10:18,5548,542453,,28351
52589161,61093,2120,22/04/2018 10:40,5548,542428,,28351
52589164,6624859,1876,22/04/2018 11:01,5548,542439,,28353
52589156,15836,3595,22/04/2018 11:40,5548,542429,,28351
52589175,559575,0,23/04/2018 08:19,5548,542435,,28351
52589174,201211,716,23/04/2018 09:31,5548,542445,,28351
52589173,162185,895,23/04/2018 09:37,5548,542443,,28351
52589186,0,2472,24/04/2018 05:31,5548,542430,,28351
52589182,119550,0,24/04/2018 07:30,5548,542437,,28351
52589184,212398,1316,24/04/2018 09:13,5548,542788,,28352
52589181,148375,4095,24/04/2018 09:16,5548,542428,,28351
52589179,0,1360,24/04/2018 09:18,5548,542789,,28353
52589185,5882074,620,24/04/2018 09:52,5548,542439,,28353
52589183,345968,360,24/04/2018 11:30,5548,542434,,28351
52589180,49867,1556,24/04/2018 11:55,5548,542428,,28351
52589188,135074,4131,25/04/2018 08:08,5548,542430,,28351
52589187,40988,440,25/04/2018 10:00,5548,542437,,28351
52589189,554396,440,25/04/2018 11:12,5548,542428,,28351
52589196,9328598,1790,26/04/2018 06:46,5548,542430,,28351
52589199,9328599,1395,26/04/2018 07:31,5548,542450,,28351
52589195,214394,2236,26/04/2018 08:31,5548,542429,,28351
52589193,187,1375,26/04/2018 08:59,5548,542449,,28356
52589191,15523,1040,26/04/2018 09:38,5548,542437,,28351
52589194,5992230,0,26/04/2018 10:02,5548,542435,,28351
52589192,60491,1160,26/04/2018 10:18,5548,542428,,28351
52589198,9328597,1295,26/04/2018 10:30,5548,542434,,28351
52589190,9328597,650,26/04/2018 10:53,5548,542444,,28351
52589197,173355,1450,26/04/2018 11:16,5548,542443,,28351
52589212,599138,3350,27/04/2018 06:38,5548,542430,,28351
52589205,599138,550,27/04/2018 07:48,5548,542433,,28352
52589207,5291,1116,27/04/2018 08:03,5548,542435,,28351
52589206,2699296,0,27/04/2018 08:11,5548,542439,,28353
52589202,233085,1700,27/04/2018 08:25,5548,542433,,28352
52589211,1649055,360,27/04/2018 09:44,5548,542437,,28351
52589209,9328600,760,27/04/2018 09:59,5548,542435,,28351
52589201,16474,620,27/04/2018 10:03,5548,542444,,28351
52589203,348370,1160,27/04/2018 10:09,5548,542453,,28351
52589210,181009,1556,27/04/2018 10:13,5548,542789,,28353
52589204,335843,600,27/04/2018 10:18,5548,542449,,28356
52589208,188465,1476,27/04/2018 11:44,5548,542437,,28351
52589230,1996083,2796,28/04/2018 07:04,5548,542434,,28351
52589229,115486,2072,28/04/2018 08:04,5548,542445,,28351
52589225,2146117,0,28/04/2018 08:16,5548,542453,,28351
52589227,160289,1040,28/04/2018 08:54,5548,542789,,28353
52589228,179467,0,28/04/2018 09:44,5548,542435,,28351
52589224,7676,1160,28/04/2018 10:13,5548,542437,,28351
52589222,1626258,5968,28/04/2018 10:13,5548,542433,,28352
52589226,260166,1160,28/04/2018 10:15,5548,542445,,28351
52589223,70690,4640,28/04/2018 10:44,5548,542437,,28351
52589231,430480,716,28/04/2018 11:12,5548,542437,,28351
52589242,1292103,7410,29/04/2018 07:18,5548,542435,,28351
52589232,39543,2985,29/04/2018 08:31,5548,542453,,28351
52589237,243667,360,29/04/2018 08:40,5548,542433,,28352
52589240,213919,2250,29/04/2018 08:53,5548,542789,,28353
52589238,1696145,2790,29/04/2018 09:18,5548,542429,,28351
52589236,1696145,2592,29/04/2018 09:30,5548,542428,,28351
52589233,60865,2592,29/04/2018 09:55,5548,542434,,28351
52589241,6663958,716,29/04/2018 10:02,5548,542436,,28351
52589239,108207,1116,29/04/2018 10:23,5548,542428,,28351
52589235,187513,440,29/04/2018 10:40,5548,542435,,28351
52589243,130472,2045,29/04/2018 10:47,5548,542437,,28351
52589234,121297,3495,29/04/2018 11:47,5548,542443,,28351
52589245,6041733,2325,30/04/2018 08:03,5548,542439,,28353
52589246,43421,1770,30/04/2018 09:13,5548,542437,,28351
52589248,0,1050,30/04/2018 09:32,5548,542436,,28351
52589244,133650,1480,30/04/2018 10:00,5548,542450,,28351
52589247,176218,360,30/04/2018 10:15,5548,542443,,28351
52589254,1867227,0,01/05/2018 08:12,5548,542789,,28353
52589253,2721470,1116,01/05/2018 08:30,5548,542439,,28353
52589249,1600935,360,01/05/2018 09:05,5548,542437,,28351
52589251,4516506,1175,01/05/2018 09:24,5548,542449,,28356
52589252,163612,3395,01/05/2018 10:12,5548,542789,,28353
52589250,280768,1295,01/05/2018 10:22,5548,542437,,28351
52589262,5896621,405,02/05/2018 07:48,5548,542433,,28352
52589258,589008,855,02/05/2018 08:20,5548,542790,,28352
52589261,1999552,846,02/05/2018 08:44,5548,542451,,28351
52589260,2146117,0,02/05/2018 08:46,5548,542435,,28351
52589259,172969,1050,02/05/2018 09:30,5548,542789,,28353
52589257,553393,2048,02/05/2018 09:55,5548,542441,,28355
52589263,16185,1123,02/05/2018 10:23,5548,542448,,28355
52589269,214835,2265,03/05/2018 07:51,5548,542435,,28351
52589266,212220,1305,03/05/2018 08:02,5548,542429,,28351
52589264,366669,1775,03/05/2018 08:20,5548,542433,,28352
52589271,60324,761,03/05/2018 08:34,5548,542428,,28351
52589265,307030,1751,03/05/2018 09:00,5548,542433,,28352
52589267,39900,1481,03/05/2018 10:13,5548,542436,,28351
52589268,9807,360,03/05/2018 10:36,5548,542789,,28353
52589270,1699226,360,03/05/2018 11:51,5548,542429,,28351
52589276,40054,1755,04/05/2018 07:25,5548,542430,,28351
52589278,59595,2876,04/05/2018 07:54,5548,542433,,28352
52589280,593540,1305,04/05/2018 08:12,5548,542789,,28353
52589275,2146164,4245,04/05/2018 08:15,5548,542429,,28351
52589281,0,650,04/05/2018 08:32,5548,542450,,28351
52589277,2023522,2070,04/05/2018 09:26,5548,542789,,28353
52589279,148428,895,04/05/2018 10:17,5548,542459,,28356
52589282,316862,675,04/05/2018 10:40,5548,542433,,28352
52589274,161060,1350,04/05/2018 11:30,5548,542792,,28352
52589273,316002,1305,04/05/2018 11:33,5548,542436,,28351
52589287,1626755,1350,05/05/2018 08:14,5548,542434,,28351
52589284,2020165,1670,05/05/2018 08:25,5548,542451,,28351
52589285,41914,2376,05/05/2018 08:28,5548,542443,,28351
52589290,174014,1170,05/05/2018 08:34,5548,542448,,28355
52589283,106369,585,05/05/2018 08:37,5548,542437,,28351
52589286,82321,2785,05/05/2018 09:09,5548,542435,,28351
52589288,4577866,1931,05/05/2018 09:14,5548,542429,,28351
52589291,35602,1050,05/05/2018 10:13,5548,542434,,28351
52589289,316634,950,05/05/2018 11:00,5548,542435,,28351
52589292,212370,450,05/05/2018 11:19,5548,542433,,28352
52589303,348398,1305,06/05/2018 07:38,5548,542450,,28351
52589306,9329606,1645,06/05/2018 07:55,5548,542790,,28352
52589307,36829,2880,06/05/2018 08:02,5548,542450,,28351
52589308,20098,698,06/05/2018 08:33,5548,542435,,28351
52589302,43421,1390,06/05/2018 08:49,5548,542792,,28352
52589300,41248,995,06/05/2018 10:28,5548,542437,,28351
52589305,19852,293,06/05/2018 10:38,5548,542434,,28351
52589299,6440150,585,06/05/2018 10:45,5548,542459,,28356
52589301,6497449,405,06/05/2018 10:49,5548,542436,,28351
52589304,75579,1841,06/05/2018 11:32,5548,542792,,28352
52589311,346480,1170,07/05/2018 08:18,5548,542443,,28351
52589309,1987238,1076,07/05/2018 08:41,5548,542445,,28351
52589310,4601759,1166,07/05/2018 09:30,5548,542444,,28351
52589323,129991,1050,08/05/2018 05:57,5548,542453,,28351
52589318,16185,13740,08/05/2018 07:43,5548,542439,,28353
52589321,1585137,2151,08/05/2018 08:02,5548,542444,,28351
52589317,4369727,1755,08/05/2018 08:36,5548,542436,,28351
52589316,6723988,4244,08/05/2018 08:42,5548,542444,,28351
52589319,90132,405,08/05/2018 08:56,5548,542789,,28353
52589322,582763,1305,08/05/2018 09:00,5548,542787,,28352
52589313,1887411,356,08/05/2018 09:46,5548,542437,,28351
52589312,0,2090,08/05/2018 09:49,5548,542451,,28351
52589315,6723988,1100,08/05/2018 09:57,5548,542435,,28351
52589320,12747,2940,08/05/2018 11:16,5548,542450,,28351
52589314,44980,855,08/05/2018 11:48,5548,542444,,28351
52589325,5896621,855,09/05/2018 08:33,5548,542789,,28353
52589324,2870646,405,09/05/2018 11:25,5548,542434,,28351
52589326,129991,325,10/05/2018 05:45,5548,542435,,28351
52589327,1626960,698,10/05/2018 08:09,5548,542789,,28353
52589328,110600,1350,10/05/2018 09:03,5548,542450,,28351
52589339,7102346,1623,11/05/2018 07:25,5548,542790,,28352
52589337,9326448,2074,11/05/2018 07:37,5548,542433,,28352
52589334,1947659,1450,11/05/2018 07:48,5548,542436,,28351
52589338,366161,2750,11/05/2018 08:04,5548,542437,,28351
52589336,56515,1391,11/05/2018 09:47,5548,542428,,28351
52589333,1712601,360,11/05/2018 09:58,5548,542433,,28352
52589331,1981596,1600,11/05/2018 10:14,5548,542434,,28351
52589332,130472,3495,11/05/2018 10:42,5548,542435,,28351
52589329,42085,585,11/05/2018 10:57,5548,542444,,28351
52589340,185032,775,11/05/2018 11:23,5548,542443,,28351
52589335,426033,1611,11/05/2018 11:56,5548,542433,,28352
52589330,4669236,405,11/05/2018 11:58,5548,542427,,28351
52589342,51269,1256,12/05/2018 09:27,5548,542437,,28351
52589344,9774,1526,12/05/2018 09:34,5548,542428,,28351
52589345,51269,1256,12/05/2018 09:53,5548,542434,,28351
52589346,9774,1526,12/05/2018 09:55,5548,542428,,28351
52589343,199703,855,12/05/2018 09:57,5548,542789,,28353
52589341,430480,806,12/05/2018 11:43,5548,542450,,28351
52589357,77366,1275,13/05/2018 07:38,5548,542435,,28351
52589369,152955,1166,13/05/2018 07:48,5548,542789,,28353
52589365,40541,1876,13/05/2018 08:02,5548,542434,,28351
52589362,103838,2327,13/05/2018 08:33,5548,542428,,28351
52589355,156249,1305,13/05/2018 08:36,5548,542437,,28351
52589360,419134,896,13/05/2018 08:45,5548,542428,,28351
52589356,156696,1863,13/05/2018 08:53,5548,542450,,28351
52589367,816982,1166,13/05/2018 09:04,5548,542789,,28353
52589366,12385,1395,13/05/2018 09:13,5548,542437,,28351
52589363,4577866,1305,13/05/2018 09:20,5548,542434,,28351
52589368,214203,2295,13/05/2018 09:43,5548,542435,,28351
52589364,0,995,13/05/2018 09:54,5548,542450,,28351
52589354,253036,495,13/05/2018 09:56,5548,542433,,28352
52589370,160888,896,13/05/2018 10:21,5548,542437,,28351
52589361,11811,495,13/05/2018 10:47,5548,542434,,28351
52589358,449275,896,13/05/2018 11:16,5548,542433,,28352
52589376,148672,2445,14/05/2018 05:58,5548,542450,,28351
52589373,7050968,3387,14/05/2018 07:24,5548,542435,,28351
52589375,253077,6834,14/05/2018 07:33,5548,542789,,28353
52589372,533519,2835,14/05/2018 08:00,5548,542441,,28355
52589371,7018728,1035,14/05/2018 08:39,5548,542453,,28351
52589379,59257,1295,14/05/2018 08:40,5548,542435,,28351
52589377,335843,1305,14/05/2018 09:33,5548,542789,,28353
52589378,2265703,765,14/05/2018 09:38,5548,542437,,28351
52589374,172969,725,14/05/2018 09:59,5548,542429,,28351
52589381,9518,550,15/05/2018 08:24,5548,542435,,28351
52589382,15791,1450,15/05/2018 08:38,5548,542459,,28356
52589384,343515,895,15/05/2018 09:29,5548,542449,,28356
52589380,20831,2210,15/05/2018 09:29,5548,542437,,28351
52589387,53810,995,15/05/2018 09:34,5548,542435,,28351
52589386,6075429,450,15/05/2018 09:59,5548,542450,,28351
52589383,1822685,450,15/05/2018 10:20,5548,542453,,28351
52589385,6485737,450,15/05/2018 10:46,5548,542437,,28351
52589388,59129,995,16/05/2018 07:01,5548,542437,,28351
52589395,348343,0,16/05/2018 07:04,5548,542450,,28351
52589392,1249437,0,16/05/2018 07:36,5548,542789,,28353
52589391,7207712,775,16/05/2018 08:32,5548,542435,,28351
52589393,199606,1700,16/05/2018 09:11,5548,542789,,28353
52589394,53810,995,16/05/2018 09:42,5548,542437,,28351
52589390,9814,750,16/05/2018 09:47,5548,542434,,28351
52589389,181143,1450,16/05/2018 11:04,5548,542450,,28351
52589400,108093,2225,17/05/2018 07:40,5548,542435,,28351
52589399,8831,1450,17/05/2018 07:42,5548,542428,,28351
52589403,1806843,2685,17/05/2018 07:53,5548,542437,,28351
52589398,400109,950,17/05/2018 08:07,5548,542434,,28351
52589401,45111,995,17/05/2018 09:11,5548,542449,,28356
52589397,4669236,450,17/05/2018 09:56,5548,542435,,28351
52589402,9735,450,17/05/2018 11:36,5548,542459,,28356
52589405,122979,1600,18/05/2018 07:55,5548,542434,,28351
52589406,582883,1745,18/05/2018 08:18,5548,542435,,28351
52589409,343515,1840,18/05/2018 09:00,5548,542451,,28351
52589407,107733,895,18/05/2018 09:24,5548,542434,,28351
52589411,28980,3295,18/05/2018 09:31,5548,542436,,28351
52589408,346471,1995,18/05/2018 10:41,5548,542433,,28352
52589410,600186,895,18/05/2018 10:54,5548,542450,,28351
52589404,6697431,750,18/05/2018 11:40,5548,542437,,28351
52589423,397268,200,19/05/2018 06:21,5548,542790,,28352
52589419,9331171,2985,19/05/2018 06:51,5548,542436,,28351
52589417,3974869,1945,19/05/2018 06:57,5548,542443,,28351
52589422,1247619,0,19/05/2018 07:02,5548,542444,,28351
52589427,0,7658,19/05/2018 07:37,5548,542434,,28351
52589412,397790,3095,19/05/2018 07:48,5548,542450,,28351
52589414,2514293,1700,19/05/2018 08:41,5548,542433,,28352
52589416,2258,1400,19/05/2018 08:47,5548,542432,,28353
52589425,367770,650,19/05/2018 09:08,5548,542790,,28352
52589413,53399,1295,19/05/2018 09:12,5548,542433,,28352
52589426,53399,1295,19/05/2018 09:19,5548,542451,,28351
52589418,107396,1645,19/05/2018 09:25,5548,542450,,28351
52589420,2108919,450,19/05/2018 09:54,5548,542435,,28351
52589424,9000,850,19/05/2018 09:56,5548,542459,,28356
52589415,1863800,3295,19/05/2018 10:19,5548,542450,,28351
52589421,160240,1550,19/05/2018 10:52,5548,542451,,28351
52589441,5296,2050,20/05/2018 05:43,5548,542787,,28352
52589435,9332295,650,20/05/2018 06:49,5548,542435,,28351
